Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
999,Romain Sato,603,SAS,2,52,2004,Xavier,2003-04,Xavier,37,37,36.9,4.8,12.0,2.8,6.2,2.0,5.8,4.6,5.5,2.0,6.0,8.0,2.3,1.3,0.1,1.7,2.4,16.3,.404,.456,.349,.829,.558,.489,G,SR,romain-sato-1
1000,Ron Cornelius,603,LAL,3,65,1981,Pacific,1980-81,Pacific,27,27,36.1,9.0,15.6,9.0,15.6,,,4.3,5.6,,,8.3,1.0,0.6,0.4,2.3,2.5,22.3,.576,.576,,.770,.610,.576,C,SR,ron-cornelius-1
1001,Tyronn Lue,603,DEN,1,23,1998,Nebraska,1996-97,Nebraska,32,30,35.9,6.7,14.9,5.3,10.6,1.5,4.3,3.9,4.8,,,2.9,4.3,1.3,0.0,4.0,2.3,18.8,.452,.496,.343,.813,.549,.501,G,SO,tyronn-lue-1
1002,Andrew Goudelock,602,LAL,2,46,2011,College of Charleston,2008-09,College of Charleston,36,35,31.1,6.1,13.4,3.5,7.4,2.6,6.0,1.8,2.1,0.5,2.0,2.5,1.9,0.7,0.3,1.9,1.2,16.7,.459,.475,.440,.867,.583,.558,G,SO,andrew-goudelock-1
1003,Billy Owens,602,SAC,1,3,1991,Syracuse,1989-90,Syracuse,33,33,36.0,6.9,14.2,6.3,12.4,0.6,1.8,3.8,5.3,,,8.4,4.6,2.2,0.8,2.4,3.0,18.2,.486,.511,.317,.722,.545,.506,F,SO,billy-owens-1
1004,Jason Sasser,602,SAC,2,41,1996,Texas Tech,1994-95,Texas Tech,30,,34.1,7.0,13.8,6.7,12.4,0.4,1.4,5.6,7.1,,,7.8,2.9,1.5,0.1,2.7,2.5,20.1,.510,.538,.262,.793,.584,.523,F,JR,jason-sasser-1
1005,Jon Barry,602,BOS,1,21,1992,Georgia Tech,1991-92,Georgia Tech,35,35,35.2,5.7,13.4,2.9,5.8,2.8,7.6,2.9,4.1,,,4.3,5.9,2.0,0.2,3.4,2.3,17.2,.429,.502,.374,.697,.561,.535,G,SR,jon-barry-1
1006,Wayne Ellington,602,MIN,1,28,2009,North Carolina,2008-09,North Carolina,38,37,30.4,5.7,11.7,3.4,6.3,2.2,5.4,2.3,2.9,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,.483,.539,.417,.777,.604,.579,G,JR,wayne-ellington-1
1007,Chris Welp,601,PHI,1,16,1987,Washington,1985-86,Washington,31,31,34.0,7.5,14.1,7.5,14.1,,,4.3,5.7,,,8.5,1.8,0.7,2.2,2.5,3.6,19.4,.537,.537,,.751,.578,.537,C,JR,chris-welp-1
1008,De'Aaron Fox,601,SAC,1,5,2017,Kentucky,2016-17,Kentucky,36,34,29.6,5.9,12.4,5.5,10.5,0.5,1.9,4.3,5.9,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,.479,.521,.246,.736,.549,.498,G,FR,deaaron-fox-1
1009,Draymond Green,601,GSW,2,35,2012,Michigan State,2011-12,Michigan State,37,36,33.2,5.7,12.8,4.3,9.1,1.4,3.6,3.4,4.7,2.1,8.5,10.6,3.8,1.5,0.9,3.0,2.8,16.2,.449,.473,.388,.723,.542,.504,F,SR,draymond-green-1
1010,Greg Goorjian,601,GSW,9,190,1983,Loyola Marymount,1982-83,Loyola Marymount,23,0,37.7,10.7,23.9,10.7,23.9,,,4.8,5.9,,,2.2,6.5,,,3.0,2.4,26.1,.445,.445,,.816,.489,.445,G,SR,greg-goorjian-1
1011,Karl Malone,601,UTA,1,13,1985,Louisiana Tech,1983-84,Louisiana Tech,32,31,31.6,6.9,11.9,6.9,11.9,,,5.0,7.4,,,8.8,1.3,1.6,0.7,3.0,3.4,18.8,.576,.576,,.682,.608,.576,F,SO,karl-malone-1
1012,Marcel Boyce,601,PHO,6,122,1987,Akron,1986-87,Akron,30,30,34.4,8.2,16.5,7.2,14.4,1.0,2.2,2.7,3.8,,,9.2,3.1,1.4,0.8,1.8,2.6,20.0,.494,.501,.446,.713,.546,.523,F,SR,marcel-boyce-1
1013,Miles Simon,601,ORL,2,42,1998,Arizona,1997-98,Arizona,35,35,31.4,5.7,12.0,4.1,7.6,1.6,4.4,4.1,5.3,,,3.5,3.5,1.3,0.1,3.0,1.4,17.2,.476,.540,.368,.778,.592,.544,G,SR,miles-simon-1
1014,Sherell Ford,601,OKC,1,26,1995,Illinois–Chicago,1992-93,Illinois–Chicago,32,32,32.6,7.7,16.1,6.8,13.2,0.9,2.9,2.5,4.0,,,8.4,1.3,1.6,2.1,2.7,3.2,18.8,.477,.514,.309,.630,.521,.505,F,SO,sherell-ford-1
1015,Terry Dehere,601,LAC,1,13,1993,Seton Hall,1991-92,Seton Hall,31,31,32.4,6.3,14.8,4.6,9.5,1.7,5.3,5.0,6.1,,,3.7,2.7,1.2,0.3,2.6,2.6,19.4,.427,.486,.321,.830,.548,.485,G,JR,terry-dehere-1
1016,Thurl Bailey,601,UTA,1,7,1983,NC State,1982-83,NC State,36,,36.4,6.9,13.9,6.7,13.4,0.3,0.4,2.5,3.5,,,7.7,1.3,0.6,2.6,1.8,2.4,16.7,.501,.496,.667,.717,.537,.511,F,SR,thurl-bailey-1
1017,Tony Dumas,601,DAL,1,19,1994,Kansas City,1991-92,Kansas City,28,28,36.8,7.1,13.7,5.8,10.9,1.4,2.8,5.8,7.5,,,4.6,2.6,1.0,0.3,3.3,2.3,21.5,.521,.526,.500,.775,.622,.572,G,SO,tony-dumas-1
1018,Cliff Robinson,600,POR,2,36,1989,Connecticut,1987-88,Connecticut,34,34,31.7,6.5,13.6,6.5,13.6,0.0,0.0,4.5,7.0,,,6.9,1.3,1.0,1.4,2.7,3.4,17.6,.479,.479,,.647,.521,.479,C,JR,clifford-robinson-1
1019,Da'Sean Butler,600,MIA,2,42,2010,West Virginia,2008-09,West Virginia,35,35,33.1,6.1,14.1,4.3,9.1,1.8,5.1,3.3,4.3,2.2,3.8,5.9,1.7,1.3,0.3,2.3,2.5,17.1,.429,.473,.350,.760,.531,.492,F,JR,dasean-butler-1
1020,Eric Montross,600,BOS,1,9,1994,North Carolina,1992-93,North Carolina,38,36,28.3,5.8,9.5,5.8,9.5,0.0,0.0,4.1,6.0,,,7.6,0.7,0.6,1.2,1.8,3.0,15.8,.615,.615,,.684,.639,.615,C,JR,eric-montross-1
1021,Jared Dudley,600,CHA,1,22,2007,Boston College,2005-06,Boston College,36,36,37.2,5.5,11.1,4.6,8.5,0.9,2.6,4.8,6.7,2.7,4.0,6.6,3.2,1.1,0.3,1.9,1.6,16.7,.494,.537,.351,.710,.582,.535,F,JR,jared-dudley-1
1022,Jeff Lamp,600,POR,1,15,1981,Virginia,1980-81,Virginia,33,33,34.4,6.8,12.3,6.8,12.3,,,4.7,5.4,,,4.2,2.0,0.7,0.1,1.9,1.9,18.2,.549,.549,,.865,.612,.549,G,SR,jeff-lamp-1
1023,Joseph Forte,600,BOS,1,21,2001,North Carolina,1999-00,North Carolina,36,34,33.2,6.3,13.8,4.8,9.5,1.6,4.3,2.4,3.3,1.6,3.9,5.5,2.6,1.5,0.4,2.4,2.2,16.7,.459,.504,.359,.752,.543,.515,G,FR,joseph-forte-1
1024,Kevin Brooks,600,MIL,1,18,1991,Southwestern Louisiana,1988-89,Southwestern Louisiana,29,,37.8,7.5,14.4,6.3,11.2,1.2,3.2,4.4,5.9,,,5.4,1.7,0.6,0.3,3.1,2.1,20.7,.522,.562,.383,.753,.602,.565,F,SO,kevin-brooks-1
1025,Pete Harris,600,PHO,6,135,1981,Northeastern,1980-81,Northeastern,30,,35.0,7.3,15.4,7.3,15.4,,,5.5,6.6,,,4.1,3.9,,,,2.4,20.0,.471,.471,,.824,.538,.471,G,SR,pete-harris-1
1026,Ray McCallum,600,IND,8,164,1983,Ball State,1982-83,Ball State,29,,36.6,8.5,17.0,8.5,17.0,,,3.7,4.7,,,2.7,2.3,1.9,0.2,1.7,1.8,20.7,.501,.501,,.785,.538,.501,G,SR,ray-mccallum-1
1027,Robert Vaden,600,CHA,2,54,2009,UAB,2008-09,UAB,34,34,36.5,6.1,15.4,2.8,5.8,3.3,9.5,2.2,2.9,0.7,4.2,4.9,2.1,1.0,0.6,2.5,1.8,17.6,.397,.480,.346,.740,.527,.504,G,SR,robert-vaden-1
1028,Steve Hood,600,SAC,2,42,1991,James Madison,1990-91,James Madison,29,29,37.0,6.7,14.4,4.9,10.2,1.9,4.2,5.4,7.4,,,3.4,1.8,0.7,0.2,2.3,2.0,20.7,.465,.475,.443,.726,.576,.530,G,SR,steve-hood-1
1029,Adam Keefe,599,ATL,1,10,1992,Stanford,1989-90,Stanford,30,,35.5,7.0,11.2,7.0,11.2,0.0,0.0,6.0,8.2,,,9.1,1.4,0.8,0.6,2.4,2.4,20.0,.627,.627,,.725,.662,.627,F,SO,adam-keefe-1
1030,Andre Emmett,599,OKC,2,35,2004,Texas Tech,2001-02,Texas Tech,32,31,32.8,7.6,14.6,7.3,13.7,0.3,0.9,3.3,4.9,2.4,4.2,6.6,1.5,1.3,0.4,1.9,1.5,18.7,.519,.532,.321,.675,.554,.529,G,SO,andre-emmett-1
1031,Brian Cook,599,LAL,1,24,2003,Illinois,2002-03,Illinois,30,30,31.3,6.7,14.1,5.8,11.1,0.9,3.0,5.6,6.8,1.5,6.1,7.6,2.0,0.7,0.4,2.8,2.9,20.0,.479,.526,.303,.820,.577,.511,F,SR,brian-cook-1
1032,Buck Johnson Jr,599,HOU,1,20,1986,Alabama,1985-86,Alabama,29,29,37.3,8.1,14.0,8.1,14.0,,,4.4,5.3,,,8.3,1.4,1.0,1.3,2.9,3.1,20.7,.577,.577,,.832,.623,.577,F,SR,buck-johnson-1
1033,Calbert Cheaney,599,WAS,1,6,1993,Indiana,1991-92,Indiana,34,32,29.1,6.7,12.8,5.7,10.3,1.0,2.5,3.3,4.1,,,4.9,1.4,1.1,0.2,1.9,2.5,17.6,.522,.556,.384,.800,.597,.560,G,JR,calbert-cheaney-1
1034,Chris Washburn,599,GSW,1,3,1986,NC State,1985-86,NC State,34,34,34.9,7.1,12.6,7.1,12.6,,,3.4,5.2,,,6.7,0.9,0.9,0.9,2.4,1.9,17.6,.562,.562,,.665,.584,.562,C,SO,chris-washburn-1
1035,Julius Randle,599,LAL,1,7,2014,Kentucky,2013-14,Kentucky,40,40,30.8,4.9,9.8,4.8,9.3,0.1,0.5,5.1,7.2,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,.501,.517,.167,.706,.567,.505,F,FR,julius-randle-1
1036,Marcus Thornton,599,BOS,2,45,2015,William & Mary,2013-14,William & Mary,32,30,35.6,6.1,14.0,3.2,6.8,2.9,7.2,3.6,4.7,0.2,2.1,2.3,2.8,1.1,0.2,2.4,1.8,18.7,.435,.470,.403,.779,.577,.539,G,JR,marcus-thornton-3
1037,Rashad McCants,599,MIN,1,14,2005,North Carolina,2003-04,North Carolina,30,29,32.0,7.2,15.0,4.6,8.7,2.6,6.4,3.0,4.0,2.1,2.5,4.6,2.2,1.8,0.7,2.5,2.1,20.0,.479,.531,.408,.748,.590,.565,G,SO,rashad-mccants-1
1038,Andre Moore,598,DEN,2,31,1987,Loyola Chicago,1986-87,Loyola Chicago,29,28,39.1,8.9,17.6,8.9,17.2,0.0,0.3,2.9,4.2,4.4,8.0,12.4,1.1,1.1,2.3,2.2,2.6,20.6,.505,.515,.000,.683,.527,.505,F,SR,andre-moore-1
1039,Dave Hoppen,598,ATL,3,65,1986,Nebraska,1983-84,Nebraska,30,30,35.3,7.3,12.2,7.3,12.2,,,5.3,6.9,,,6.9,1.3,0.3,0.4,2.5,3.6,19.9,.599,.599,,.760,.642,.599,C,SO,dave-hoppen-1
1040,Elston Turner,598,DAL,2,43,1981,Ole Miss,1980-81,Ole Miss,29,,36.8,8.5,16.3,8.5,16.3,,,3.7,5.6,,,8.1,2.6,1.4,0.1,3.1,2.9,20.6,.520,.520,,.658,.544,.520,G,SR,elston-turner-1
1041,James Robinson,598,POR,1,21,1993,Alabama,1992-93,Alabama,29,27,34.5,7.0,16.6,4.3,8.9,2.7,7.7,4.0,5.9,2.0,2.5,4.5,2.3,1.6,0.7,3.2,2.3,20.6,.420,.479,.351,.682,.532,.501,G,JR,james-robinson-1
1042,Kay Felder,598,ATL,2,54,2016,Oakland,2014-15,Oakland,33,32,38.5,5.5,13.2,4.1,8.9,1.4,4.2,5.6,6.8,0.8,4.0,4.8,7.6,2.0,0.2,4.2,2.5,18.1,.422,.461,.338,.826,.553,.476,G,SO,kahlil-felder-1
1043,Andrew Wiggins,597,CLE,1,1,2014,Kansas,2013-14,Kansas,35,35,32.8,5.4,12.1,4.2,8.5,1.2,3.6,5.0,6.5,2.2,3.7,5.9,1.5,1.2,1.0,2.3,2.7,17.1,.448,.493,.341,.775,.563,.499,G,FR,andrew-wiggins-1
1044,Derrick Rose,597,CHI,1,1,2008,Memphis,2007-08,Memphis,40,39,29.2,5.2,10.9,4.3,8.3,0.9,2.6,3.7,5.1,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,.477,.521,.337,.712,.560,.517,G,FR,derrick-rose-1
1045,Earl Walker,597,OKC,6,122,1985,Mercer,1984-85,Mercer,31,31,31.8,8.3,14.6,8.3,14.6,,,2.7,3.7,,,7.9,1.5,1.3,0.9,2.5,2.1,19.3,.564,.564,,.733,.586,.564,F,SR,earl-walker-1
1046,Jalen Rose,597,DEN,1,13,1994,Michigan,1991-92,Michigan,34,33,33.1,6.1,12.5,5.0,9.2,1.1,3.3,4.4,5.8,,,4.3,4.0,1.1,0.2,3.4,2.2,17.6,.486,.543,.324,.756,.577,.528,G,FR,jalen-rose-1
1047,Jerome Robinson,597,LAC,1,13,2018,Boston College,2016-17,Boston College,32,32,34.0,6.7,15.7,5.0,10.7,1.7,5.1,3.7,5.1,0.6,3.3,3.9,3.4,1.7,0.4,3.2,2.8,18.7,.423,.466,.333,.722,.515,.477,F,SO,jerome-robinson-2
1048,Joe Binion,597,SAS,3,57,1984,North Carolina A&T,1982-83,North Carolina A&T,30,,,7.6,16.0,7.6,16.0,,,4.6,6.7,,,11.1,,,,,,19.9,.478,.478,,.695,.520,.478,F,JR,joe-binion-1
1049,Kevin Hervey,597,OKC,2,57,2018,UT Arlington,2016-17,UT Arlington,35,28,27.8,5.9,12.9,4.0,7.3,1.9,5.7,3.2,4.3,1.4,7.1,8.5,2.1,1.2,0.4,1.9,1.9,17.1,.459,.549,.343,.753,.569,.534,F,JR,kevin-hervey-1
1050,Lorenzo Charles,597,ATL,2,41,1985,NC State,1984-85,NC State,33,33,33.5,7.2,12.5,7.2,12.5,,,3.8,5.4,,,6.4,0.8,0.4,0.7,1.4,1.8,18.1,.574,.574,,.702,.602,.574,F,SR,lorenzo-charles-1
1051,Ron Kellogg,597,ATL,2,42,1986,Kansas,1984-85,Kansas,34,34,32.4,7.4,12.8,7.4,12.8,,,2.9,3.4,,,4.9,2.6,0.8,0.1,2.0,2.5,17.6,.576,.576,,.843,.611,.576,G,JR,ron-kellogg-1
1052,Steve Logan,597,GSW,2,30,2002,Cincinnati,2000-01,Cincinnati,34,32,32.6,5.7,13.4,3.4,7.5,2.3,5.9,3.9,4.4,0.4,2.0,2.4,2.3,0.9,0.1,1.6,2.3,17.6,.423,.449,.391,.880,.566,.510,G,JR,steve-logan-1
1053,Tamar Slay,597,NJN,2,54,2002,Marshall,1999-00,Marshall,30,30,30.7,7.2,14.5,4.1,7.3,3.1,7.2,2.4,3.4,1.1,3.3,4.4,2.3,1.2,0.6,2.2,2.9,19.9,.498,.562,.433,.706,.619,.605,G,SO,tamar-slay-1
1054,Terry Catledge,597,PHI,1,21,1985,South Alabama,1983-84,South Alabama,30,28,34.4,7.3,12.4,7.3,12.4,,,5.2,7.3,,,11.1,0.6,1.1,0.6,3.4,3.4,19.9,.590,.590,,.717,.626,.590,F,JR,terry-catledge-1
1055,Alec Kessler,596,HOU,1,12,1990,Georgia,1988-89,Georgia,31,,31.7,6.8,13.9,6.8,13.9,0.0,0.0,5.7,7.5,,,9.7,1.4,0.7,0.2,2.5,2.7,19.2,.487,.488,.000,.759,.551,.487,C,JR,alec-kessler-1
1056,B.J. Armstrong Jr,596,CHI,1,18,1989,Iowa,1988-89,Iowa,32,31,31.7,6.1,12.6,4.7,9.0,1.4,3.6,5.0,6.0,,,2.5,5.4,1.8,0.2,2.4,1.6,18.6,.484,.519,.397,.833,.603,.541,G,SR,bj-armstrong-1
1057,Eric Washington,596,ORL,2,47,1997,Alabama,1995-96,Alabama,32,30,34.1,6.3,14.7,2.7,5.9,3.5,8.7,2.6,3.3,,,6.9,1.0,1.7,0.7,1.9,2.4,18.6,.426,.458,.405,.790,.574,.547,F,JR,eric-washington-1
1058,Josh Okogie,596,MIN,1,20,2018,Georgia Tech,2016-17,Georgia Tech,37,37,30.8,5.2,11.6,4.5,9.6,0.8,2.0,4.9,6.5,1.5,3.9,5.4,1.6,1.3,0.7,2.1,2.5,16.1,.453,.468,.384,.747,.549,.486,G,FR,josh-okogie-1
1059,Kenny Battle,596,DET,1,27,1989,Illinois,1988-89,Illinois,36,34,30.7,6.1,10.0,5.8,9.6,0.3,0.5,4.2,5.6,,,4.8,1.8,2.5,0.4,1.8,2.0,16.6,.604,.608,.529,.755,.654,.616,F,SR,kenny-battle-1
1060,Marcus Paige,596,NJN,2,55,2016,North Carolina,2013-14,North Carolina,34,33,35.6,5.6,12.8,3.1,6.3,2.5,6.5,3.8,4.3,0.5,2.7,3.2,4.2,1.5,0.2,2.1,2.0,17.5,.440,.493,.389,.877,.592,.539,G,SO,marcus-paige-1
1061,Mike Muscala,596,DAL,2,44,2013,Bucknell,2011-12,Bucknell,35,35,29.9,5.5,11.0,5.3,10.4,0.2,0.6,5.8,6.8,2.8,6.3,9.1,1.8,0.5,1.7,2.1,2.5,17.0,.503,.511,.350,.853,.600,.512,F,JR,mike-muscala-1
1062,Oliver Miller,596,PHO,1,22,1992,Arkansas,1990-91,Arkansas,38,35,24.5,6.7,9.5,6.7,9.4,0.0,0.1,2.3,3.6,,,7.7,2.7,1.4,2.9,2.9,3.0,15.7,.704,.707,.333,.644,.701,.705,C,JR,oliver-miller-1
1063,Walter Berry,596,POR,1,14,1986,St. John's (NY),1984-85,St. John's (NY),35,35,34.3,6.6,11.8,6.6,11.8,,,3.8,5.3,,,8.7,1.0,0.8,1.3,2.5,2.5,17.0,.558,.558,,.717,.593,.558,F,SO,walter-berry-1
1064,Denzel Valentine,595,CHI,1,14,2016,Michigan State,2015-16,Michigan State,31,30,33.0,6.6,14.3,3.3,6.8,3.4,7.5,2.6,3.1,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7,19.2,.462,.481,.444,.853,.608,.579,G,SR,denzel-valentine-1
1065,Eddie Jones,595,LAL,1,10,1994,Temple,1993-94,Temple,31,31,38.2,7.5,15.8,6.0,11.7,1.5,4.1,2.8,4.3,,,6.8,1.9,2.3,1.5,1.7,2.2,19.2,.470,.512,.352,.662,.537,.516,F,SR,eddie-jones-1
1066,Eric Paschall,595,GSW,2,41,2019,Villanova,2018-19,Villanova,36,36,36.1,5.4,12.1,3.5,6.5,1.9,5.6,3.8,5.0,1.3,4.9,6.1,2.1,0.7,0.5,2.3,2.1,16.5,.447,.532,.348,.746,.570,.528,F,SR,eric-paschall-1
1067,Francisco Garcia,595,SAC,1,23,2005,Louisville,2004-05,Louisville,38,38,31.9,4.9,11.3,3.1,6.2,1.9,5.1,3.9,4.5,1.2,3.0,4.2,3.9,1.7,1.5,2.7,2.9,15.7,.437,.496,.366,.877,.584,.520,F,JR,francisco-garcia-1
1068,Josh Grant,595,DEN,2,43,1993,Utah,1990-91,Utah,34,34,29.9,5.9,12.4,4.5,8.6,1.4,3.8,4.3,5.2,,,8.0,2.7,1.8,1.2,2.3,2.5,17.5,.475,.526,.362,.825,.587,.531,F,JR,josh-grant-1
1069,J.R. Reid Jr,595,CHA,1,5,1989,North Carolina,1987-88,North Carolina,33,33,31.6,6.7,11.1,6.7,11.1,0.0,0.0,4.6,6.7,,,8.9,1.7,1.2,1.2,3.8,3.4,18.0,.607,.607,,.680,.631,.607,F,SO,jr-reid-1
1070,Lorenzo Charles,595,ATL,2,41,1985,NC State,1983-84,NC State,33,33,35.0,6.7,12.5,6.7,12.5,,,4.6,6.2,,,8.3,1.1,0.5,0.8,2.0,2.1,18.0,.540,.540,,.733,.585,.540,F,JR,lorenzo-charles-1
1071,Rodney Rogers Jr,595,DEN,1,9,1993,Wake Forest,1991-92,Wake Forest,29,28,32.6,8.4,13.8,7.8,12.0,0.7,1.7,3.0,4.3,,,8.5,2.8,1.3,0.9,2.4,3.0,20.5,.614,.648,.380,.683,.648,.638,F,SO,rodney-rogers-1
1072,Terrence Jones,595,HOU,1,18,2012,Kentucky,2010-11,Kentucky,38,35,31.5,5.4,12.3,4.7,10.2,0.7,2.1,4.1,6.4,2.4,6.4,8.8,1.6,1.1,1.9,2.0,2.4,15.7,.442,.465,.329,.646,.512,.470,F,FR,terrence-jones-1
1073,Cody Zeller,594,CHA,1,4,2013,Indiana,2012-13,Indiana,36,36,29.5,5.5,9.8,5.5,9.8,0.0,0.1,5.4,7.2,2.8,5.2,8.0,1.3,1.0,1.3,2.3,2.2,16.5,.564,.567,.000,.757,.624,.564,F,SO,cody-zeller-1
1074,Jay Murphy,594,GSW,2,31,1984,Boston College,1983-84,Boston College,30,30,31.9,7.6,16.0,7.6,16.0,,,4.7,5.8,,,7.3,0.9,0.9,0.5,1.6,2.9,19.8,.472,.472,,.800,.526,.472,F,SR,jay-murphy-1
1075,Jeff Martin,594,LAC,2,31,1989,Murray State,1986-87,Murray State,28,28,37.2,8.1,15.6,7.6,14.3,0.5,1.3,4.4,5.6,,,5.6,1.4,1.2,1.5,2.5,2.6,21.2,.523,.534,.405,.778,.581,.540,G,SO,jeff-martin-1
1076,Joe Jakubick,594,CLE,7,142,1984,Akron,1981-82,Akron,26,,38.6,9.0,17.3,9.0,17.3,,,4.8,5.8,,,3.3,3.0,2.0,0.1,3.0,2.9,22.8,.523,.523,,.816,.570,.523,G,SO,joe-jakubick-1
1077,Mark Alarie,594,DEN,1,18,1986,Duke,1983-84,Duke,34,34,33.2,6.8,11.8,6.8,11.8,,,3.9,5.2,,,7.2,1.4,0.6,1.1,1.8,2.7,17.5,.575,.575,,.761,.614,.575,F,SO,mark-alarie-1
1078,P.J. Tucker Jr,594,TOR,2,35,2006,Texas,2005-06,Texas,37,37,34.5,6.1,11.8,6.0,11.7,0.1,0.1,3.8,5.1,2.8,6.7,9.5,2.9,1.8,0.4,3.1,2.8,16.1,.515,.514,.667,.747,.563,.517,F,JR,pj-tucker-1
1079,Rashad McCants,594,MIN,1,14,2005,North Carolina,2002-03,North Carolina,35,31,29.9,6.1,12.5,4.1,7.5,2.1,5.0,2.6,3.8,1.7,3.0,4.6,1.5,1.4,0.5,2.3,2.7,17.0,.491,.542,.414,.697,.593,.573,G,FR,rashad-mccants-1
1080,Saben Lee,594,UTA,2,38,2020,Vanderbilt,2019-20,Vanderbilt,32,17,32.9,6.3,12.9,5.0,9.2,1.2,3.8,4.8,6.4,0.6,3.0,3.5,4.2,1.5,0.3,3.1,1.8,18.6,.483,.549,.322,.752,.580,.530,G,JR,saben-lee-1
1081,Vern Fleming,594,IND,1,18,1984,Georgia,1983-84,Georgia,30,30,34.3,8.3,16.4,8.3,16.4,,,3.3,4.3,,,4.0,3.4,2.0,0.0,3.0,2.8,19.8,.503,.503,,.754,.535,.503,G,SR,vern-fleming-1
1082,Blake Stepp,593,MIN,2,58,2004,Gonzaga,2002-03,Gonzaga,33,33,35.5,5.3,12.3,2.3,4.9,3.0,7.4,4.4,5.3,0.6,3.1,3.7,6.0,1.6,0.1,3.3,2.0,18.0,.431,.472,.403,.833,.607,.552,G,JR,blake-stepp-1
1083,Chuck Person,593,IND,1,4,1986,Auburn,1983-84,Auburn,31,31,34.8,8.2,15.2,8.2,15.2,,,2.7,3.7,,,8.0,1.2,1.2,0.3,2.5,2.0,19.1,.543,.543,,.728,.566,.543,F,SO,chuck-person-1
1084,Isaiah Thomas,593,SAC,2,60,2011,Washington,2009-10,Washington,35,35,31.1,5.3,12.8,3.5,7.1,1.9,5.7,4.5,6.1,0.6,3.3,3.9,3.2,1.1,0.1,2.4,1.9,16.9,.415,.486,.327,.732,.540,.488,G,SO,isaiah-thomas-1
1085,Khalid El-Amin,593,CHI,2,34,2000,Connecticut,1997-98,Connecticut,37,36,29.9,5.7,13.5,3.5,7.5,2.2,6.0,2.4,3.1,0.7,2.2,2.9,4.2,1.8,0.1,2.7,1.8,16.0,.424,.471,.365,.796,.537,.505,G,FR,khalid-el-amin-1
1086,Mark McNamara,593,PHI,1,22,1982,California,1981-82,California,27,,36.9,8.6,12.2,8.6,12.2,,,4.9,9.0,,,12.6,0.5,0.4,0.9,2.5,3.1,22.0,.702,.702,,.541,.668,.702,F,SR,mark-mcnamara-1
1087,Paul Millsap,593,UTA,2,47,2006,Louisiana Tech,2004-05,Louisiana Tech,29,29,36.6,7.8,13.5,7.8,13.4,0.0,0.0,4.9,8.2,5.4,7.0,12.4,1.0,1.1,1.9,2.6,3.1,20.4,.575,.577,.000,.601,.588,.575,F,SO,paul-millsap-1
1088,Raef LaFrentz,593,DEN,1,3,1998,Kansas,1997-98,Kansas,30,30,30.2,7.7,14.1,7.5,13.5,0.3,0.6,4.0,5.5,,,11.4,1.0,0.9,1.5,2.5,2.4,19.8,.548,.552,.471,.738,.592,.558,F,SR,raef-lafrentz-1
1089,Randy Breuer,593,MIL,1,18,1983,Minnesota,1982-83,Minnesota,29,,38.0,7.8,13.2,7.8,13.2,,,4.9,6.4,,,8.9,1.7,0.7,3.0,2.1,2.6,20.4,.586,.586,,.769,.628,.586,C,SR,randy-breuer-1
1090,Sam Perkins,593,DAL,1,4,1984,North Carolina,1982-83,North Carolina,35,,33.5,6.2,11.8,5.9,11.0,0.3,0.8,4.1,5.1,,,9.4,1.3,1.2,1.9,2.0,2.6,16.9,.527,.534,.429,.819,.595,.541,F,JR,sam-perkins-1
1091,Shane Battier,593,MEM,1,6,2001,Duke,1999-00,Duke,34,34,35.5,5.6,11.3,3.3,6.0,2.3,5.2,3.9,4.8,,,5.6,2.1,2.0,2.1,1.3,2.1,17.4,.496,.541,.444,.817,.643,.599,F,JR,shane-battier-1
1092,B.J. Armstrong Jr,592,CHI,1,18,1989,Iowa,1987-88,Iowa,34,34,30.1,6.0,12.4,4.1,8.4,1.8,4.0,3.6,4.3,,,2.2,4.6,1.8,0.0,2.3,1.0,17.4,.482,.496,.453,.849,.604,.556,G,JR,bj-armstrong-1
1093,Jerryd Bayless,592,IND,1,11,2008,Arizona,2007-08,Arizona,30,30,35.7,5.8,12.6,3.8,7.8,2.0,4.8,6.2,7.4,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,.458,.489,.407,.839,.612,.536,G,FR,jerryd-bayless-1
1094,Joe Binion,592,SAS,3,57,1984,North Carolina A&T,1983-84,North Carolina A&T,29,,,7.7,14.7,7.7,14.7,,,5.0,7.5,,,11.6,2.0,,,,,20.4,.525,.525,,.673,.561,.525,F,SR,joe-binion-1
1095,Justin James,592,SAC,2,40,2019,Wyoming,2016-17,Wyoming,37,6,26.3,5.4,11.6,4.0,8.4,1.3,3.2,4.0,5.2,1.2,3.8,5.0,2.2,0.8,0.5,2.5,2.6,16.0,.462,.478,.419,.762,.568,.519,G,SO,justin-james-2
